set,day_no,day_title,sort_order,headword,word_type,meaning_ko,meanings
intermediate,30,,41,antipathy,headword,"반감, 혐오","(강한) 반감, 혐오"
intermediate,30,,42,patient,headword,"참을성이 있는, 끈기 있는; 환자","참을성[인내심]이 있는, 끈기 있는; 환자"
intermediate,30,,43,patience,derived,"인내, 참을성, 끈기","인내(력), 참을성, 끈기"
intermediate,30,,44,passive,headword,"수동적인, 소극적인; 수동태인","수동적인, 소극적인; 수동태인"
intermediate,30,,45,passion,headword,"열정; 열중, 애착","열정; 열중, 애착"
intermediate,30,,46,passionate,derived,"열렬한, 정열적인","열렬한, 정열적인"
intermediate,30,,47,compassion,headword,"동정, 측은하게 여기는 마음","(깊은) 동정, (남을) 측은하게 여기는 마음"
intermediate,30,,48,compassionate,derived,"동정하는, 가엾게 여기는","동정하는, 가엾게 여기는"
intermediate,31,,1,capital,headword,"수도, 중심지; 대문자; 자본; 대문자의; 주요한","수도, 중심지; 대문자; 자본(금); 대문자의; 주요한"
intermediate,31,,2,capitalism,derived,자본주의,자본주의
intermediate,31,,3,capitalist,derived,자본주의자; 자본가,자본주의자; 자본가
intermediate,31,,4,chief,headword,"우두머리, 장; 주요한, 중요한; 최고의, 우두머리의","(조직, 단체의) 우두머리, 장(長); 주요한, 중요한; (지위, 계급 등에 있어) 최고의, 우두머리의"
intermediate,31,,5,chiefly,derived,"대개, 주로","대개, 주로"
intermediate,31,,6,achieve,headword,"이루다, 성취하다, 달성하다","(일, 목적 등을 노력하여) 이루다, 성취하다, 달성하다"
intermediate,31,,7,achievement,derived,"업적, 공적; 성취, 달성","업적, 공적; 성취, 달성"
intermediate,31,,8,assume,headword,"가정하다, 추측하다; 맡다; ...인 체하다, 가장하다","가정하다, 추측하다; (책임, 임무 등을) (떠)맡다; ...인 체하다, 가장하다"
intermediate,31,,9,assumption,derived,"가정, 추측, 추정","가정, 추측, 추정"
intermediate,31,,10,consume,headword,"소비하다, 쓰다; 먹다, 마시다","(시간, 돈, 에너지 등을) 소비하다, 쓰다; 먹다, 마시다"
intermediate,31,,11,consumer,derived,소비자,소비자
intermediate,31,,12,consumption,derived,"소비, 사용; 섭취","소비(량[액]), 사용; (음식) 섭취(량)"
intermediate,31,,13,presume,headword,"가정하다, 추측하다","가정하다, 추측하다"
intermediate,31,,14,presumption,derived,"가정, 추측","가정, 추측"
intermediate,31,,15,resume,headword,"다시 시작하다, 재개하다; 되찾다, 다시 차지하다","(일시적으로 중단된 후) 다시 시작하다, 재개하다; (자리, 지위 등을) 되찾다, 다시 차지하다"
intermediate,31,,16,resumption,derived,"재개, 회수, 되찾음","재개, 회수, 되찾음"
intermediate,31,,17,equal,headword,"같은, 평등한; ...와 같다, ...에 필적하다","(수, 양, 크기, 가치, 기회 등이) 같은, 평등한; ...와 같다, ...에 필적하다"
intermediate,31,,18,equally,derived,"동등하게, 평등하게, 균등하게","동등하게, 평등하게, 균등하게"
intermediate,31,,19,equality,derived,평등,평등
intermediate,31,,20,equate,derived,동일시하다; 일치하다,동일시하다; 일치하다
intermediate,31,,21,equation,derived,방정식,방정식
intermediate,31,,22,equator,derived,적도,적도
intermediate,31,,23,equivalent,headword,"동등한, 대등한; ...에 상당하는; 동등한 것","(양, 가치, 중요성 등이) 동등한, 대등한; ...에 상당하는; 동등한 것"
intermediate,31,,24,adequate,headword,"충분한, 적당한; 괜찮은, 고만고만한","(어떤 목적에 맞게) 충분한, 적당한; (훌륭하지는 않지만) 괜찮은, 고만고만한"
intermediate,31,,25,identify,headword,확인하다; 동일시하다,"(신원, 사실, 문제 등을) 확인하다; (...와) 동일시하다"
intermediate,31,,26,identity,derived,"신원, 정체; 정체성, 독자성; 동일함, 일치","신원, 정체; 정체성, 독자성; 동일함, 일치"
intermediate,31,,27,identification,derived,"신분 증명, 신원 확인","신분 증명(서), 신원 확인"
intermediate,31,,28,identical,derived,동일한,동일한
intermediate,31,,29,solve,headword,"풀다, 해결하다","(문제 등을) 풀다, 해결하다"
intermediate,31,,30,solution,derived,"해결, 해답; 용액, 용해","해결(책), 해답; 용액, 용해"
intermediate,31,,31,solvent,derived,"용해되는; 용해하는; 지불 능력이 있는; 용제, 용매","용해되는; 용해하는; 지불 능력이 있는; 용제, 용매"
intermediate,31,,32,solvable,derived,"해결 가능한, 풀 수 있는","해결 가능한, 풀 수 있는"
intermediate,31,,33,resolve,headword,"해결하다; 결정하다, 결심하다; 결심, 단호한 의지","해결하다; 결정하다, 결심하다; (굳은) 결심, 단호한 의지"
intermediate,31,,34,resolution,derived,결심; 결단력; 해결; 해상도,결심; 결단력; 해결; 해상도
intermediate,31,,35,resolute,derived,"굳게 결심한, 단호한","굳게 결심한, 단호한"
intermediate,31,,36,dissolve,headword,"녹이다; 종료하다, 해산시키다; 사라지다, 흩어지다","(고체를[가] 액체로) 녹이다[녹다]; (계약, 모임 등을) 종료하다, 해산시키다; 사라지다, 흩어지다"
intermediate,31,,37,negative,headword,"부정적인; 반대하는; 음성의; 음극의; 음수의; 부정, 반대; 거부, 거절","부정적인; 반대하는; 음성의; 음극의; 음수의; 부정, 반대; 거부, 거절"
intermediate,31,,38,deny,headword,"부인하다, 부정하다; 거절하다","부인하다, 부정하다; 거절하다"
intermediate,31,,39,denial,derived,"부인, 부정; 거절, 거부","부인, 부정; 거절, 거부"
intermediate,31,,40,neutral,headword,"중립의; 중간의; 중립인 것, 중립국","중립의; (색, 모음, 성질 등이) 중간의; 중립인 것, 중립국"
intermediate,31,,41,neutrality,derived,"중립 , 중립성","중립 (상태), 중립성"
intermediate,31,,42,logic,headword,"논리, 논법","논리(학), 논법"
intermediate,31,,43,logical,derived,논리적인; 논리학의,논리적인; 논리학의
intermediate,31,,44,analogy,headword,"유사점, 비슷함; 비유; 유추, 추론","유사점, 비슷함; 비유; 유추(에 의한 설명), 추론"
intermediate,31,,45,apology,headword,"사과, 사죄","사과, 사죄"
intermediate,31,,46,apologize,derived,"사과하다, 사죄하다","사과하다, 사죄하다"
intermediate,31,,47,apologetic,derived,"사과의, 사죄하는","사과의, 사죄하는"
intermediate,31,,48,catalogue(catalog),headword,"(상품 등의) 목록, 일람표, 카탈로그; 목록을 만들다","(상품 등의) 목록, 일람표, 카탈로그; 목록을 만들다"
intermediate,31,,49,ecology,headword,"생태학, 생태계","생태학, 생태계"
intermediate,31,,50,ecological,derived,"생태학의, 생태계의","생태학의, 생태계의"
intermediate,31,,51,ecologist,derived,생태학자,생태학자
intermediate,31,,52,psychology,headword,심리학; 심리,심리학; 심리 (상태)
intermediate,31,,53,psychological,derived,심리적인; 심리학의,심리적인; 심리학의
intermediate,31,,54,psychologist,derived,심리학자,심리학자
intermediate,31,,55,memory,headword,"기억, 추억; 기념, 추모; 메모리, 기억 장치","기억(력), 추억; 기념, 추모; 메모리, 기억 장치"
intermediate,31,,56,memorize,derived,"암기하다, 기억하다","암기하다, 기억하다"
intermediate,31,,57,memorial,derived,"기념물, 기념관; 기념의","기념물, 기념관[비]; 기념[추도]의"
intermediate,31,,58,memorable,derived,기억할 만한,기억[주목]할 만한
intermediate,31,,59,remember,headword,"기억하다; 상기하다, 생각해내다","기억하다; 상기하다, 생각해내다"
intermediate,31,,60,remembrance,derived,"기념, 추모; 기억, 추억, 회상","기념, 추모; 기억, 추억, 회상"
intermediate,32,,1,cause,headword,"원인, 이유; 야기하다, 초래하다","원인, 이유; 야기하다, 초래하다"
intermediate,32,,2,causal,derived,인과 관계의,인과 관계의
intermediate,32,,3,causality,derived,인과 관계,인과 관계
intermediate,32,,4,accuse,headword,"고발하다, 기소하다; 비난하다","(범죄 등의 혐의로) 고발하다, 기소하다; 비난하다"
intermediate,32,,5,accusation,derived,비난; 고발,비난; 고발
intermediate,32,,6,excuse,headword,"용서하다, 봐주다; 변명하다; 변명이 되다; 양해를 구하다; 변명, 이유","용서하다, 봐주다; 변명하다; (...에 대한) 변명이 되다; 양해를 구하다; 변명, 이유"
intermediate,32,,7,excusable,derived,"변명이 되는, 용서할 수 있는","변명이 되는, 용서할 수 있는"
intermediate,32,,8,via,headword,"...을 경유하여, ...을 거쳐; ...을 매개로 하여, ...을 통해서","...을 경유하여, ...을 거쳐; ...을 매개로 하여, ...을 통해서"
intermediate,32,,9,obvious,headword,"분명한, 명백한","분명한, 명백한"
intermediate,32,,10,obviously,derived,"명백히, 뚜렷이","명백히, 뚜렷이"
intermediate,32,,11,previous,headword,"이전의, 앞의, 사전의","이전의, 앞의, 사전의"
intermediate,32,,12,previously,derived,"이전에, 미리","이전에, 미리"
intermediate,32,,13,convey,headword,"전하다; 나르다, 수송하다","(생각, 감정 등을) 전하다; 나르다, 수송하다"
intermediate,32,,14,voyage,headword,"항해, 여행","항해(하다), 여행(하다)"
intermediate,32,,15,range,headword,"다양한 것들; 범위; 산맥; ...에 이르다; 배열하다, 배치하다","(특정 종류 내에서의) 다양한 것들; 범위; 산맥; (범위가) ...에 이르다; 배열하다, 배치하다"
intermediate,32,,16,arrange,headword,"계획하다, 마련하다; 배열하다; 편곡하다","(미리) 계획하다, 마련하다; 배열[정돈]하다; 편곡하다"
intermediate,32,,17,arrangement,derived,"준비, 계획; 배열, 정리; 협정, 합의; 편곡","준비, 계획; 배열, 정리; 협정, 합의; 편곡"
intermediate,32,,18,rank,headword,"계급, 지위; 열, 줄, 정렬; 위치하다; 위치시키다; 등급을 매기다","계급, 지위; 열, 줄, 정렬; (...에) 위치하다; 위치시키다; 등급을 매기다"
intermediate,32,,19,depend,headword,"의지하다, 믿다; ...에 달려 있다","의지[의존]하다, 믿다; ...에 달려 있다"
intermediate,32,,20,dependent,derived,"의지하는; 결정되는, 좌우되는","(...에) 의지하는; (...에 의해) 결정되는, 좌우되는"
intermediate,32,,21,dependence,derived,"의존, 종속","의존, 종속"
intermediate,32,,22,suspend,headword,"일시 중지하다; 정직시키다, 정학시키다; 매달다, 걸다; 연기하다, 유보하다","(활동, 대화, 일 등을) 일시 중지[중단]하다; 정직(停職)시키다, 정학시키다; 매달다, 걸다; (판단, 결정을) 연기하다, 유보하다"
intermediate,32,,23,suspension,derived,"일시적 중지; 정직, 정학","일시적 중지; 정직(停職), 정학"
intermediate,32,,24,suspense,derived,"불안, 걱정, 긴장감","불안, 걱정, 긴장감"
intermediate,32,,25,expend,headword,"쓰다, 들이다","(돈, 시간, 노력 등을) 쓰다, 들이다"
intermediate,32,,26,expenditure,derived,"지출, 소비, 소모","지출, 소비, 소모"
intermediate,32,,27,expense,derived,"비용, 경비","비용, 경비"
intermediate,32,,28,expensive,derived,비싼,비싼
intermediate,32,,29,compensate,headword,"보완하다, 상쇄하다; 보상하다, 배상하다","(손실, 결점 등을) 보완하다, 상쇄하다; (손해, 부상 등을) 보상하다, 배상하다"
intermediate,32,,30,compensation,derived,"보충, 보완; 보상, 배상","보충, 보완; 보상, 배상"
intermediate,32,,31,pension,headword,연금,연금
intermediate,32,,32,ponder,headword,"깊이 생각하다, 심사숙고하다","깊이[곰곰이] 생각하다, 심사숙고하다"
intermediate,32,,33,apt,headword,"...하는 경향이 있는, ...하기 쉬운; 적절한","...하는 경향이 있는, ...하기 쉬운; 적절한"
intermediate,32,,34,aptitude,derived,"재능, 소질, 적성; 경향, 습성","재능, 소질, 적성; 경향, 습성"
intermediate,32,,35,adapt,headword,"적응시키다, 적합하게 하다; 적응하다; 각색하다, 개작하다","적응시키다, 적합하게 하다; 적응하다; (소설, 극 등을) 각색하다, 개작하다"
intermediate,32,,36,adaptation,derived,"각색, 개작; 적응, 적합","각색, 개작(물); 적응, 적합"
intermediate,32,,37,adaptive,derived,"적응할 수 있는, 조정하는","적응할 수 있는, 조정하는"
intermediate,32,,38,attitude,headword,"태도, 의견, 심정, 마음가짐; 자세","(...에 대해 내비치는) 태도, 의견, 심정, 마음가짐; 자세"
intermediate,32,,39,respond,headword,반응하다; 대답하다,"(말, 행동, 치료 등에) 반응하다; (질문 등에) 대답[응답]하다"
intermediate,32,,40,response,derived,"반응; 대답, 응답","반응; 대답, 응답"
intermediate,32,,41,respondent,derived,응답자,응답자
intermediate,32,,42,responsive,derived,즉각 반응하는; 호응하는,(긍정적으로) 즉각 반응[대응]하는; 호응하는
intermediate,32,,43,responsible,headword,"...을 책임지고 있는, 맡고 있는; ...에 책임이 있는, 원인이 되는; 책임감 있는","...을 책임지고 있는, 맡고 있는; ...에 책임이 있는, 원인이 되는; 책임감 있는"
intermediate,32,,44,responsibility,derived,"책임, 의무","책임, 의무"
intermediate,32,,45,sponsor,headword,"후원자, 스폰서; 후원하다","후원자, 스폰서; (행사, 활동, 자선 단체 등을) 후원하다"
intermediate,33,,1,attribute,headword,"…의 탓으로 돌리다; 속성, 특성","...의 탓[덕]으로 돌리다; 속성, 특성"
intermediate,33,,2,attribution,derived,"귀속되는 것; 속성, 특성","귀속되는 것; 속성, 특성"
intermediate,33,,3,contribute,headword,"기부하다; …에 기여하다, 공헌하다; 기고하다","기부하다, 기증하다; ...에 기여하다, 공헌하다, 도움이 되다; (신문, 잡지 등에) 기고하다"
intermediate,33,,4,contribution,derived,"기부, 기증; 공헌, 기여; 기고문","기부(금), 기증(품); 공헌, 기여; 기고문"
intermediate,33,,5,distribute,headword,"분배하다, 배급하다, 배포하다","분배하다, 배급하다, 배포하다"
intermediate,33,,6,distribution,derived,"분배, 배급; 분포; 유통","분배, 배급; (인구 등의) 분포; 유통"
intermediate,33,,7,congratulate,headword,"축하하다, 축하의 말을 하다","축하하다, 축하의 말을 하다"
intermediate,33,,8,congratulation,derived,"축하, 경축","축하, 경축"
intermediate,33,,9,gratify,headword,"기쁘게 하다, 만족시키다; 충족시키다","(...을) 기쁘게 하다, 만족시키다; (욕구, 욕망 등을) 충족시키다"
intermediate,33,,10,gratification,derived,"만족시키기; 만족감, 기쁨","만족시키기; 만족감, 기쁨"
intermediate,33,,11,gratitude,headword,감사,감사(의 마음)
intermediate,33,,12,grateful,derived,"감사하는, 고마워하는","감사하는, 고마워하는"
intermediate,33,,13,grace,headword,"우아함; 친절함; 은총, 은혜","우아함; 친절함; (신의) 은총, 은혜"
intermediate,33,,14,graceful,derived,"우아한, 고상한","우아한, 고상한"
intermediate,33,,15,gracious,derived,"친절한, 정중한; 품위 있는","친절한, 정중한; (생활 등이) 품위 있는"
intermediate,33,,16,disgrace,derived,"불명예, 창피","불명예, 창피"
intermediate,33,,17,agree,headword,"동의하다, 의견이 일치하다; 찬성하다, 응하다; 일치하다","(의견 등에) 동의하다, (...와) 의견이 일치하다; (제안에) 찬성하다, 응하다; (정보 등이) 일치하다"
intermediate,33,,18,agreement,derived,"협정, 계약; 동의, 합의","협정, 계약; 동의, 합의"
intermediate,33,,19,agreeable,derived,"기분 좋은; 동의하는, 받아들일 수 있는","기분 좋은; 동의하는, 받아들일 수 있는"
intermediate,33,,20,operate,headword,작동하다; 작동시키다; 영업하다; 수술하다,작동하다; 작동시키다; (사업체 등이) 영업[작업]하다; 수술하다
intermediate,33,,21,operation,derived,"수술; 사업, 영업; 작업, 조작","수술; 사업, 영업; (기계 등의) 작업, 조작"
intermediate,33,,22,operator,derived,조작자; 운영자,(기계 등의) 조작자; 운영[경영]자
intermediate,33,,23,cooperate,headword,"협력하다, 협동하다, 협조하다","협력하다, 협동하다, 협조하다"
intermediate,33,,24,cooperation,derived,"협력, 협동, 협조","협력, 협동, 협조"
intermediate,33,,25,cooperative,derived,"협력하는, 협동의; 협동 조합의; 협동 조합","협력하는, 협동의; 협동 조합의; 협동 조합"
intermediate,33,,26,distinguish,headword,"구별하다, 분간하다; 두드러지게 하다, 유명하게 하다","구별하다, 분간하다; 두드러지게 하다, 유명하게 하다"
intermediate,33,,27,distinguished,derived,"성공을 이루어낸, 존경받는, 저명한; 기품 있는, 품위 있는","성공을 이루어낸, 존경받는, 저명한; 기품 있는, 품위 있는"
intermediate,33,,28,extinguish,headword,"끄다; 끝내다, 소멸시키다","(불 등을) 끄다; 끝내다, 소멸시키다"
intermediate,33,,29,extinct,headword,"멸종한, 사멸한; 활동을 멈춘","(종족, 생물 등이) 멸종한, 사멸한; (화산 등이) 활동을 멈춘"
intermediate,33,,30,extinction,derived,"멸종, 사멸, 소멸","멸종, 사멸, 소멸"
intermediate,33,,31,extinctive,derived,소멸성의,소멸성의
intermediate,33,,32,distinct,headword,"별개의, 다른; 독특한; 확실한, 명료한","별개의, 다른; 독특한; 확실한, 명료한"
intermediate,33,,33,distinction,derived,"구별, 차이; 탁월, 우수, 특징","구별, 차이; 탁월, 우수, 특징"
intermediate,33,,34,distinctive,derived,"구별되는, 독특한","(다른 것과) 구별되는, 독특한"
intermediate,33,,35,instinct,headword,"본능, 본성","본능, 본성"
intermediate,33,,36,instinctive,derived,본능적인,본능적인
intermediate,33,,37,instinctively,derived,본능적으로,본능적으로
intermediate,33,,38,stimulate,headword,"자극하다, 촉진하다; 격려하다, 고무하다","자극하다, 촉진하다; 격려하다, 고무하다"
intermediate,33,,39,stimulation,derived,"자극, 흥분","자극, 흥분"
intermediate,33,,40,stimulus,derived,"자극제, 자극이 되는 것","자극제, 자극이[고무/격려가] 되는 것"
intermediate,33,,41,regard,headword,"여기다, 간주하다; 응시하다, 보다; 존중, 존경; 주목, 주의; 안부","(...로) 여기다, 간주하다; (어떤 감정을 갖고) 응시하다, 보다; 존중, 존경; 주목, 주의; 안부"
intermediate,33,,42,regardless,derived,"무관심한, 개의치 않는","무관심한, 개의치 않는"
intermediate,33,,43,regarding,derived,...에 관해서,...에 관해서(는)
intermediate,33,,44,garment,headword,"의복, 옷","의복, 옷"
intermediate,33,,45,guard,headword,"경호원, 경비원, 보초; 보호 ; 지키다, 보호하다; 감시하다","경호원, 경비원, 보초; 보호 (장비); 지키다, 보호하다; 감시[경계]하다"
intermediate,33,,46,guardian,derived,"보호자, 후견인","보호자, (미성년자 등의) 후견인"
intermediate,33,,47,guarantee,headword,"보증, 보장; 보증서; 담보; 보장하다, 장담하다; ...을 확실하게 하다","보증, 보장; (상품 등의) 보증서; 담보(물); 보장[보증]하다, 장담하다; ...을 확실하게 하다"
intermediate,33,,48,float,headword,"물 위에 뜨다; 떠서 움직이다, 떠돌다","물 위에 뜨다[떠오르다]; (물 위나 공중에) 떠서 움직이다, 떠돌다"
intermediate,33,,49,afloat,derived,물에 뜬,물에 뜬[떠서]
intermediate,33,,50,flood,headword,"홍수; 쇄도, 폭주; 물에 잠기다; 범람하다; 쇄도하다, 밀려들다","홍수; 쇄도, 폭주; 물에 잠기다; 범람하다; 쇄도하다, 밀려들다"
intermediate,33,,51,flow,headword,"흐름; 교통의 흐름; 유통, 흐름; 흐르다","(액체, 기체, 전기 등의) 흐름; 교통의 흐름; (상품, 정보 등의) 유통, 흐름; (막힘 없이) 흐르다"
intermediate,33,,52,overflow,derived,넘치다; 넘침; 초과,넘치다; 넘침; 초과
intermediate,33,,53,inflow,derived,유입,유입
intermediate,33,,54,flee,headword,"재빨리 도망치다, 달아나다","재빨리 도망치다, 달아나다"
intermediate,33,,55,flight,derived,"비행, 여행; 항공편","비행, 여행; (특정 지역으로 가는) 항공편"
intermediate,34,,1,collect,headword,"수집하다, 모으다; 징수하다; 모금하다","수집하다, 모으다; (세금, 집세 등을) 징수하다; 모금하다"
intermediate,34,,2,collection,derived,수집; 징수; 모금,수집(물); (세금 등의) 징수; 모금
intermediate,34,,3,collective,derived,"집단의, 공동의","집단의, 공동의"
intermediate,34,,4,recollect,headword,"생각해내다, 회상하다","생각해내다, 회상하다"
intermediate,34,,5,recollection,derived,"추억, 기억","추억, 기억(력)"
intermediate,34,,6,elect,headword,"선거하다, 선출하다","선거하다, 선출하다"
intermediate,34,,7,election,derived,선거,선거
intermediate,34,,8,neglect,headword,"소홀히 하다, 게을리 하다; 무시하다, 간과하다; 태만, 소홀, 방치; 무시, 경시","(의무, 일, 보살핌 등을) 소홀히 하다, 게을리 하다; 무시[경시]하다, 간과하다; 태만, 소홀, 방치; 무시, 경시"
intermediate,34,,9,intellect,headword,"지성, 지력, 사고력; 지식인, 식자","지성, 지력, 사고력; 지식인, 식자(識者)"
intermediate,34,,10,intellectual,derived,"지적인, 지성의","지적인, 지성의; 지식인"
intermediate,34,,11,intelligent,derived,"영리한, 총명한","(사람, 동물의 머리가) 영리한, 총명한"
intermediate,34,,12,intelligence,derived,"지능, 이해력","지능, 지성, 이해력; (정부, 군대 등의) 정보(부), 첩보 기관"
intermediate,34,,13,elegant,headword,"우아한, 고상한, 세련된","우아한, 고상한, 세련된"
intermediate,34,,14,elegance,derived,"우아함, 고상함, 기품","우아함, 고상함, 기품"
intermediate,34,,15,claim,headword,주장; 요구,"(권리, 소유권, 사실 여부 등을) 주장(하다); (손해 배상 등을) 요구[청구](하다)"
intermediate,34,,16,proclaim,headword,"선언하다, 공표하다","(공식적으로) 선언하다, 공표하다"
intermediate,34,,17,proclamation,derived,선언,선언(서)
intermediate,34,,18,exclaim,headword,"외치다, 큰 소리로 말하다","외치다, 큰 소리로 말하다"
intermediate,34,,19,exclamation,derived,"외침, 절규","외침, 절규"
intermediate,34,,20,council,headword,"협의회, 심의회; 지방 의회","협의회, 심의회; 지방 의회"
intermediate,34,,21,bankrupt,headword,"파산한, 지불 불능의; 파산시키다; 파산자","파산한, 지불 불능의; 파산시키다; 파산자"
intermediate,34,,22,bankruptcy,derived,"파산, 부도","파산, 부도"
intermediate,34,,23,corrupt,headword,"부패한, 부정한; 부패시키다, 부정을 저지르게 하다","부패한, 부정한; 부패[타락]시키다, 부정을 저지르게 하다"
intermediate,34,,24,corruption,derived,"부패, 부정, 타락","부패, 부정, 타락"
intermediate,34,,25,disrupt,headword,"방해하다, 지장을 주다; 분열시키다","방해하다, 지장을 주다; 분열[붕괴]시키다"
intermediate,34,,26,disruption,derived,"붕괴, 파열, 혼란","붕괴, 파열, 혼란"
intermediate,34,,27,erupt,headword,갑자기 발생하다; 분출하다,"(폭력 사태, 소음 등이) 갑자기 발생하다; (용암, 화산재 등이) 분출하다"
intermediate,34,,28,eruption,derived,"폭발, 분출; 폭발, 발생","(화산) 폭발, (용암 등의) 분출; (감정 등의) 폭발, (사건 등의) 발생"
intermediate,34,,29,interrupt,headword,"가로막다, 방해하다; 중단시키다","가로막다, 방해하다; (일시적으로) 중단시키다"
intermediate,34,,30,interruption,derived,방해; 중단,방해(물); 중단
intermediate,34,,31,route,headword,"길, 경로; 노선, 항로; 방법, 수단","길, 경로; (버스, 기차 등의) 노선, 항로; 방법, 수단"
intermediate,34,,32,routine,headword,"일상적인 일, 틀에 박힌 일; 일상적인, 틀에 박힌","일상적인 일[과정], 틀에 박힌 일; 일상적인, 틀에 박힌"
intermediate,34,,33,alter,headword,"달라지다, 변하다; 바꾸다, 변하게 하다","달라지다, 변하다; 바꾸다, 변하게 하다"
intermediate,34,,34,alteration,derived,변화,변화
intermediate,34,,35,alternative,headword,"대안의, 대체할 수 있는; 대안, 대체","대안(代案)의, 대체할 수 있는; 대안(代案), 대체(물)"
intermediate,34,,36,alternate,derived,"번갈아 하는; 격일의, 하나 거르는; 대안의, 대체할 수 있는","번갈아 하는; 격일[주]의, 하나 거르는; 대안의, 대체할 수 있는; 번갈아 (나오게) 하다; 번갈아 나오다; ... 사이에서 왔다 갔다 하다"
intermediate,34,,37,alternately,derived,"번갈아, 교대로","번갈아, 교대로"
intermediate,34,,38,alternatively,derived,그 대신에,그 대신에
intermediate,34,,39,alien,headword,"외국의; 이질적인, 다른; 외계의; 외국인; 외계인, 우주인","외국(인)의; 이질적인, 다른; 외계의; (시민권 없이 거주하는) 외국인; 외계인, 우주인"
intermediate,34,,40,alienate,derived,"멀어지게 하다, 소외시키다","(사람을) 멀어지게 하다, 소외시키다"
intermediate,34,,41,describe,headword,"묘사하다, 기술하다","묘사하다, 기술하다"
intermediate,34,,42,description,derived,"묘사, 기술, 설명","묘사, 기술, 설명"
intermediate,34,,43,descriptive,derived,묘사적인,묘사적인
intermediate,34,,44,prescribe,headword,"처방하다; 규정하다, 정하다","(약 등을) 처방하다; (공식적으로) 규정하다, 정하다"
intermediate,34,,45,prescription,derived,"처방; 규정, 법규","처방(전); 규정, 법규"
intermediate,34,,46,prescriptive,derived,"규정하는, 명령하는; 규범적인","규정하는, 명령하는; 규범적인"
intermediate,34,,47,subscribe,headword,"구독하다; 서명하다, 서약하다","(신문, 잡지 등을) (정기) 구독하다; (문서에) 서명하다, 서약하다"
intermediate,34,,48,subscription,derived,구독; 기부; 가입,"(신문, 잡지 등의) 구독(료); 기부; 가입"
intermediate,34,,49,subscriber,derived,구독자; 기부자; 이용자,구독자; 기부자; 이용자
intermediate,35,,1,dictate,headword,"받아쓰게 하다, 구술하다; 명령하다","(말한 것을) 받아쓰게 하다, 구술하다; 명령[지시]하다"
intermediate,35,,2,dictator,derived,독재자,독재자
intermediate,35,,3,dictation,derived,"받아쓰기, 구술; 명령, 지시","받아쓰기, 구술; 명령, 지시"
intermediate,35,,4,addiction,headword,"중독, 열중, 탐닉","중독, 열중, 탐닉"
intermediate,35,,5,addict,derived,중독자; 중독되게 하다,중독자; 중독되게[빠지게] 하다
intermediate,35,,6,addicted,derived,"중독된, 푹 빠진","중독된, 푹 빠진"
intermediate,35,,7,addictive,derived,"중독의, 푹 빠진","중독(성)의, 푹 빠진"
intermediate,35,,8,contradict,headword,반박하다; ...와 모순되다,반박하다; ...와 모순되다
intermediate,35,,9,contradiction,derived,모순; 반박,모순; 반박
intermediate,35,,10,contradictory,derived,모순되는,"(진술, 정보 등이) 모순되는"
intermediate,35,,11,dedicate,headword,"바치다, 헌신하다","(시간, 노력, 정성, 돈 등을) 바치다, 헌신하다"
intermediate,35,,12,dedicated,derived,헌신적인,헌신적인
intermediate,35,,13,dedication,derived,"헌신, 헌납, 헌정","헌신, 헌납, 헌정"
intermediate,35,,14,indicate,headword,"가리키다, 지적하다; 암시하다, 나타내다","가리키다, 지적하다; 암시하다, 나타내다"
intermediate,35,,15,indication,derived,표시,표시
intermediate,35,,16,indicator,derived,"지표, 지수","지표, 지수"
intermediate,35,,17,index,headword,"색인, 목록; 지표, 지수","(책 뒤쪽의) 색인, 목록; 지표, 지수"
intermediate,35,,18,invade,headword,침략하다; 침해하다,침략[침입]하다; (권리 등을) 침해하다
intermediate,35,,19,invader,derived,"침략자, 침입자","침략자, 침입자"
intermediate,35,,20,invasion,derived,"침략, 침입; 침해, 침범","침략, 침입; 침해, 침범"
intermediate,35,,21,pervade,headword,"...에 널리 퍼지다, ...에 만연하다","...에 널리 퍼지다, ...에 만연하다[가득 차다]"
intermediate,35,,22,pervasive,derived,"만연하는, 스며드는","만연하는, 스며[배어]드는"
intermediate,35,,23,evade,headword,회피하다; 탈출하다,"(질문, 의무, 세금 등을) 회피하다; 탈출하다"
intermediate,35,,24,evasion,derived,"회피, 기피","회피, 기피"
intermediate,35,,25,moderate,headword,"보통의, 중간의; 온건한, 도를 지나치지 않는; 누그러뜨리다, 완화하다; 완화되다; 진행하다, 사회를 보다","(양, 크기, 정도 등이) 보통의, 중간의; 온건한, 도를 지나치지 않는; (감정, 속도, 강도 등을) 누그러뜨리다, 완화하다; 완화되다; (토론, 회의 등을) 진행하다, 사회를 보다"
intermediate,35,,26,modernize,headword,"현대화하다, 현대식으로 만들다","현대[근대]화하다, 현대식으로 만들다"
intermediate,35,,27,modern,derived,"현대의, 근대의; 현대적인","현대의, 근대의; 현대적인"
intermediate,35,,28,modernization,derived,"현대화, 근대화","현대화, 근대화"
intermediate,35,,29,modest,headword,"겸손한; 별로 많지 않은, 소박한; 단정한, 품위 있는","겸손한; 별로 많지[크지] 않은, 소박한; (태도 등이) 단정한, 품위 있는"
intermediate,35,,30,modesty,derived,겸손,겸손
intermediate,35,,31,modify,headword,"변경하다, 수정하다; 수식하다","변경하다, 수정하다; 수식하다"
